uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.v_revenue_rollover,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Never reverted to 0 once set. DEFAULT 0. Passthrough from Fact_SnapshotCustomer at ac,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_dividend,isairdrop,"1 = position was created via an airdrop event (crypto). ISNULL(COALESCE(dp, fca), 0) — defaults to 0. (Tier 2 — SP_Dim_Position_DL_To_Synapse) (via BI_DB_Fact_C","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'ActionTypeID', 'AirDrop', 'CategoryID', 'DATEADD']"
main.etoro_kpi_prep.v_revenue_dividend,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Never reverted to 0 once set. DEFAULT 0. Passthrough from Fact_SnapshotCustomer at ac,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_stakingfee,iseligible,1 = meets all eligibility criteria. (Tier 2 — ETL-computed) (via Dealing_Staking_Results). Source: Dealing_Staking_Results.IsEligible. (T2 — Function_Revenue_St,"SIBLING_PHRASES: ['AvgInvestment', 'AvgMVolToEqy', 'FirstName', 'LastName', 'NumOfActions', 'SELECT']"
main.etoro_kpi_prep.v_revenue_stakingfee,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once ,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_stakingfee,zip,Customer postal code. PII: dynamically masked. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.Zip (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via,"SIBLING_PHRASES: ['BirthDate', 'BuildingNumber', 'CONCAT', 'CountryID', 'CustomerStatic', 'DISTINCT']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,isdepositor,1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once ,"SIBLING_PHRASES: ['ActionTypeID', 'AvgHoldingTime', 'BETWEEN', 'BackOffice', 'CLUSTERED', 'COMPUTED']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,zip,Customer postal code. PII: dynamically masked. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.Zip (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via,"SIBLING_PHRASES: ['BirthDate', 'BuildingNumber', 'CONCAT', 'CountryID', 'CustomerStatic', 'DISTINCT']"
main.etoro_kpi_prep.tvf_pnl_single_day,mirrorid,FK to Trade.Mirror. 0/NULL = manual. Positive = copy-trade position. (Tier 1 — Trade.PositionTbl) (via Dim_Position). Source: . (T1 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['AccountTypeID', 'ActionTypeID', 'AssetType', 'COALESCE', 'CloseDateID', 'CopyAUM']"
main.etoro_kpi_prep.v_dim_instrument_enriched,isincode,"International Securities Identification Number. Required for stocks (e.g., ""US0378331005"" for Apple). NULL for forex, commodities, indices, most crypto. Used fo","SIBLING_PHRASES: ['ALWAYS', 'AllowSell', 'AmountInUni', 'BuyTax', 'HedgeServerID', 'ISINCountryCode']"
main.etoro_kpi_prep.v_trading_volume_and_amount,volumeclose,"SUM(CAST(VolumeClose AS BIGINT)) where each close row has VolumeClose = ISNULL(CAST(VolumeOnClose AS BIGINT),0) and CloseDateID BETWEEN @sdateInt AND @edateInt.","SIBLING_PHRASES: ['DateID', 'InitialAmountCe', 'OpenDateID', 'RealCID', 'TotalVolume', 'VolumeOpen']"
main.etoro_kpi_prep.v_revenue_optionsplatform,isleveraged,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['DateID', 'InstrumentTypeID', 'IsCopy', 'IsLeverage', 'IsLeveraged', 'IsSettled']"
main.etoro_kpi_prep.v_dim_instrument_enriched,statusid,Hardcoded to 1 for all data rows; NULL for sentinel row (InstrumentID=0). (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument). Source: isn.StatusID. (T1 — Functio,"SIBLING_PHRASES: ['ApexID', 'ApexStatus', 'ApprovedByDate', 'ApproverName', 'COMPLETE', 'DISTINCT']"
main.etoro_kpi_prep.v_dim_instrument_enriched,buycurrencyid,Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 ,"SIBLING_PHRASES: ['BuyCurrenc', 'BuyCurrency', 'EOMExposures', 'PairPrice', 'RateAsk', 'RateBid']"
main.etoro_kpi_prep.v_revenue_adminfee,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. FK to Dim_Manager. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_commission,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 - SP_Fact_SnapshotC,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_fullcommission,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 - SP_Fact_SnapshotC,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_rollover,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. FK to Dim_Manager. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_dividend,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. FK to Dim_Manager. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_stakingfee,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 - SP_Fact_SnapshotC,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,accountmanagerid,Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 - SP_Fact_SnapshotC,"SIBLING_PHRASES: ['ActionName', 'ActionType', 'ActiveMonth', 'AssetType', 'CONCAT', 'CopyFund']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,countopentransactions,1 or 0 on opens. Source: DWH_dbo.Dim_Position.IsPartialCloseChild. (T2 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['CountCloseTransactions', 'CountOpenTransactions', 'CountTotalTransactions']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,countclosetransactions,0 on opens; 1 on closes. Source: DWH_dbo.Dim_Position. (T2 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['CountCloseTransactions', 'CountOpenTransactions', 'CountTotalTransactions']"
main.etoro_kpi_prep.tvf_pnl_single_day,issqf,case when InstrumentID is not null then 1 else 0 end. Source: . (T2 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,totalrealstocks,"Sum of position amounts where IsSettled = 1 AND InstrumentTypeID IN (5,6) AND instrument is NOT a future. ""Real"" means the customer owns the underlying asset (s","SIBLING_PHRASES: ['InProcessCashouts', 'RealizedEquityNoCFD', 'TotalCash', 'TotalRealCrypto']"
main.etoro_kpi_prep.v_dim_instrument_enriched,buycurrency,"Trading symbol / ticker for the buy-side currency. ""USD"", ""EUR"", ""AAPL.US"". UNIQUE constraint in production. The primary identifier used in UIs and APIs. Passth","SIBLING_PHRASES: ['BuyCurrencyID', 'CountryName', 'DELETE', 'DISTINCT', 'DateID', 'INSERT']"
main.etoro_kpi_prep.v_revenue_commission,regionid,Customer's geographic region (sub-country grouping). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.RegionID (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via F,"SIBLING_PHRASES: ['CountryID', 'FunnelID', 'FunnelName', 'MarketingRegionID', 'ShortName']"
main.etoro_kpi_prep.v_revenue_fullcommission,regionid,Customer's geographic region (sub-country grouping). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.RegionID (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via F,"SIBLING_PHRASES: ['CountryID', 'FunnelID', 'FunnelName', 'MarketingRegionID', 'ShortName']"
main.etoro_kpi_prep.v_revenue_stakingfee,regionid,Customer's geographic region (sub-country grouping). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.RegionID (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via F,"SIBLING_PHRASES: ['CountryID', 'FunnelID', 'FunnelName', 'MarketingRegionID', 'ShortName']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,regionid,Customer's geographic region (sub-country grouping). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.RegionID (CC). (Tier 2 - SP_Fact_SnapshotCustomer) (via F,"SIBLING_PHRASES: ['CountryID', 'FunnelID', 'FunnelName', 'MarketingRegionID', 'ShortName']"
main.etoro_kpi_prep.tvf_pnl_single_day,unrealizedpnlend,SUM(UnrealizedPnLEnd). Source: . (T2 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['NetProfit', 'PositionPnL', 'UnrealizedPnLChange', 'UnrealizedPnLStart']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,liabilitiescryptoreal,"ISNULL(PositionPnLCryptoReal, 0) + ISNULL(TotalRealCrypto, 0). Source: Fact_SnapshotEquity, Fact_CustomerUnrealized_PnL. (T2 — V_Liabilities)","SIBLING_PHRASES: ['CountryID', 'IsGermanBaFin', 'LiabilitiesCryptoReal', 'RegisteredReal']"
main.etoro_kpi_prep.v_revenue_adminfee,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. FK to Dim_RiskClassification. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — ,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_commission,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskClassificationID (BO). FK to Dim_RiskClassification. (Tier 2 - SP_Fa,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_fullcommission,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskClassificationID (BO). FK to Dim_RiskClassification. (Tier 2 - SP_Fa,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_rollover,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. FK to Dim_RiskClassification. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — ,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_dividend,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. FK to Dim_RiskClassification. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — ,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_stakingfee,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskClassificationID (BO). FK to Dim_RiskClassification. (Tier 2 - SP_Fa,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,riskclassificationid,Risk classification tier for compliance. DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.RiskClassificationID (BO). FK to Dim_RiskClassification. (Tier 2 - SP_Fa,"SIBLING_PHRASES: ['DATEADD', 'FirstDepositDate', 'RiskClassificat', 'RiskClassification']"
main.etoro_kpi_prep.tvf_pnl_single_day,unrealizedpnlstart,SUM(UnrealizedPnLStart). Source: . (T2 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['NetProfit', 'PositionPnL', 'UnrealizedPnLChange', 'UnrealizedPnLEnd']"
main.etoro_kpi_prep.v_trading_volume_and_amount,investedamountclosed,SUM(Amount) on close rows only (CloseDateID in range). Source: DWH_dbo.Dim_Position.Amount. (TU — Function_Trading_Volume),"SIBLING_PHRASES: ['InvestedAmountClosed', 'InvestedAmountOpen', 'NetInvestedAmount']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,netinvestedamount,"ISNULL(InvestedAmountOpen,0) - ISNULL(InvestedAmountClosed,0) (open uses InitialAmountCents/100.0 unless partial-close child; close uses CAST(Amount AS FLOAT)).","SIBLING_PHRASES: ['NetInvestedAmount', 'TotalVolume', 'VolumeClose', 'VolumeOpen']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,computedvolumeopen,"CASE WHEN IsPartialCloseChild = 1 THEN 0 ELSE InitialUnits * InitForexRate * ISNULL(COALESCE(InitForex_USDConversionRate, InitConversionRate, LastOpConversionRa","SIBLING_PHRASES: ['ComputedVolumeClose', 'ComputedVolumeOpen', 'TotalNOP']"
main.etoro_kpi_prep.v_revenue_commission,playerstatussubreasonid,Sub-reason code for PlayerStatus (more granular than PlayerStatusReasonID). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusSubReasonID (CC). FK t,"SIBLING_PHRASES: ['ISNULL', 'PlayerStatusID', 'PlayerStatusSubReasonName']"
main.etoro_kpi_prep.v_revenue_fullcommission,playerstatussubreasonid,Sub-reason code for PlayerStatus (more granular than PlayerStatusReasonID). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusSubReasonID (CC). FK t,"SIBLING_PHRASES: ['ISNULL', 'PlayerStatusID', 'PlayerStatusSubReasonName']"
main.etoro_kpi_prep.v_revenue_stakingfee,playerstatussubreasonid,Sub-reason code for PlayerStatus (more granular than PlayerStatusReasonID). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusSubReasonID (CC). FK t,"SIBLING_PHRASES: ['ISNULL', 'PlayerStatusID', 'PlayerStatusSubReasonName']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,playerstatussubreasonid,Sub-reason code for PlayerStatus (more granular than PlayerStatusReasonID). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusSubReasonID (CC). FK t,"SIBLING_PHRASES: ['ISNULL', 'PlayerStatusID', 'PlayerStatusSubReasonName']"
main.etoro_kpi_prep.v_dim_instrument_enriched,ismajor,"ETL-computed label from IsMajorID: 'Yes' when IsMajor=1, 'No' otherwise. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument). Source: isn.IsMajor. (T1 — Function_","SIBLING_PHRASES: ['CryptoHolded', 'InstrumentDisplayName', 'InstrumentID']"
main.etoro_kpi_prep.v_trading_volume_and_amount,investedamountopen,SUM(InvestedAmountOpen) with CASE WHEN IsPartialCloseChild=1 THEN 0 ELSE InitialAmountCents/100 END on open rows only. Source: DWH_dbo.Dim_Position.InitialAmoun,"SIBLING_PHRASES: ['DateID', 'InvestedAmountClosed', 'NetInvestedAmount']"
main.etoro_kpi_prep.v_revenue_stakingfee,stakingmonth,Month name (January–December). (Tier 2) (via Dealing_Staking_Results). Source: Dealing_Staking_Results.StakingMonth. (T1 — Function_Revenue_StakingFee),"SIBLING_PHRASES: ['AirDrop', 'DELETE', 'DELETEs', 'INSERT', 'INSERTs']"
main.etoro_kpi_prep.v_trading_volume_and_amount,countopentransactions,SUM(CountOpenTransactions) where open rows use CASE WHEN IsPartialCloseChild=1 THEN 0 ELSE 1 END (excludes partial-close child opens). Source: DWH_dbo.Dim_Posit,"SIBLING_PHRASES: ['CountCloseTransactions', 'CountTotalTransactions']"
main.etoro_kpi_prep.v_trading_volume_and_amount,countclosetransactions,"SUM(CountCloseTransactions) — 1 on each close row, 0 on opens. Source: DWH_dbo.Dim_Position. (T2 — Function_Trading_Volume)","SIBLING_PHRASES: ['CountOpenTransactions', 'CountTotalTransactions']"
main.etoro_kpi_prep.v_dim_instrument_enriched,industrygroup,Industry group classification from Ext_Dim_Instrument_Classification_Static. Populated via post-insert UPDATE. (Tier 3 — Ext_Dim_Instrument_Classification_Stati,"SIBLING_PHRASES: ['ISNULL', 'InstrumentID', 'InstrumentMetaData']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,positionpnlcryptoreal,Unrealized PnL from real (settled) crypto positions only (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures). Uses PnLInDollars. (Tier 2 — SP_Fact_Custome,"SIBLING_PHRASES: ['ISNULL', 'RealAssetEquity', 'TotalRealCrypto']"
main.etoro_kpi_prep.v_dim_instrument_enriched,dwhinstrumentid,Alias of InstrumentID (InstrumentID AS DWHInstrumentID). Always equals InstrumentID. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument). Source: isn.DWHInstrum,"SIBLING_PHRASES: ['DateID', 'FullCommissions', 'RollOverFee']"
main.etoro_kpi_prep.v_dim_instrument_enriched,allowsell,"1=sell allowed, 0=sell disabled. DWH note: CAST from bit to int. (Tier 1 — Trade.ProviderToInstrument) (via Dim_Instrument). Source: isn.AllowSell. (T1 — Functi","SIBLING_PHRASES: ['ISINCode', 'ISNULL', 'InstrumentID']"
main.etoro_kpi_prep.v_options_aum,optionscashequity,"CAST(CashEquity AS DECIMAL(18,2)) WHERE same filters as OptionsTotalEquity. Source: External_Sodreconciliation_apex_EXT981_BuyPowerSummary.CashEquity. (T2 — Fun","SIBLING_PHRASES: ['CreditGlobal', 'OptionsCashEquity']"
main.etoro_kpi_prep.v_dim_instrument_enriched,tradable,"1 = orders allowed, 0 = trading disabled. Set by EnableInstrument/DisableInstrument. DWH note: CAST from bit to int, value preserved. (Tier 1 — Trade.Instrument","SIBLING_PHRASES: ['ISINCode', 'InstrumentID']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,counttotaltransactions,CountOpenTransactions + CountCloseTransactions. Source: DWH_dbo.Dim_Position. (T2 — Function_Trading_Volume_PositionLevel),SIBLING_PHRASES: ['CountTotalTransactions']
main.etoro_kpi_prep.v_trading_volume_and_amount,isc2p,CASE WHEN PositionID matched THEN 1 ELSE 0 END. Source: BI_DB_dbo.V_C2P_Positions. (T2 — Function_Trading_Volume),SIBLING_PHRASES: ['CompensationReasonID']
main.etoro_kpi_prep.v_trading_volume_positionlevel,isc2p,CASE WHEN join match THEN 1 ELSE 0 END. Source: BI_DB_dbo.V_C2P_Positions. (T2 — Function_Trading_Volume_PositionLevel),SIBLING_PHRASES: ['CompensationReasonID']
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,totalstockorders,"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — SP_Fact_SnapshotEquity)",SIBLING_PHRASES: ['InProcessCashouts']
main.etoro_kpi_prep.v_trading_volume_and_amount,isopenedfromiban,CASE WHEN PositionID matched THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN. (T2 — Function_Trading_Volume),SIBLING_PHRASES: ['IsOpenedFromIBAN']
main.etoro_kpi_prep.v_trading_volume_positionlevel,isopenedfromiban,CASE WHEN join match THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN. (T2 — Function_Trading_Volume_PositionLevel),SIBLING_PHRASES: ['IsOpenedFromIBAN']
main.etoro_kpi_prep.v_revenue_optionsplatform,isopenedfromiban,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),SIBLING_PHRASES: ['IsOpenedFromIBAN']
main.etoro_kpi_prep.v_trading_volume_and_amount,isclosedtoiban,CASE WHEN PositionID matched THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN. (T2 — Function_Trading_Volume),SIBLING_PHRASES: ['IsClosedToIBAN']
main.etoro_kpi_prep.v_trading_volume_positionlevel,isclosedtoiban,CASE WHEN join match THEN 1 ELSE 0 END. Source: BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN. (T2 — Function_Trading_Volume_PositionLevel),SIBLING_PHRASES: ['IsClosedToIBAN']
main.etoro_kpi_prep.v_revenue_optionsplatform,isclosedtoiban,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),SIBLING_PHRASES: ['IsClosedToIBAN']
main.etoro_kpi_prep.v_dim_instrument_enriched,insertdate,ETL housekeeping timestamp. Set to GETDATE() at each SP_Dim_Instrument run. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument). Source: isn.InsertDate. (T1 — Fun,SIBLING_PHRASES: ['InsretDate']
main.etoro_kpi_prep.v_revenue_optionsplatform,counttransactions,COUNT(OrderID). Source: Sodreconciliation_apex_EXT1047_RevenueReports.OrderID. (T2 — Function_Revenue_OptionsPlatform),SIBLING_PHRASES: ['IsRedeem']
